Question,OriginalQuestion,qwen72b,llama70b,gptoss120b,in_all_failed_subset
Which systems are typically targeted by the malware worms associated with the Dust Storm?,What platforms do the malware worms used by Dust Storm tend to infect?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
On which devices or platforms does Ke3chang's malware generally execute its operations?,On what platforms or devices do the spyware techniques used by Ke3chang typically operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What platforms do Metador's malware typically propagate its malicious payload across?,On what platforms do the worms used by Metador usually spread their malicious code?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What methods would you use to detect and identify RaaS malware attributed to the threat actor known as Putter Panda?,How do you identify and detect RaaS malware used by Putter Panda?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"What devices are commonly targeted by the backdoor operated by Indrik Spider, which utilizes RPC functionality?",Which types of devices are usually compromised by the RPC-based backdoor employed by Indrik Spider?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What platforms are primarily targeted by the worms used in the BITTER attacks?,What are the primary platforms exploited by the worms employed by BITTER?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which settings do FIN6 malware usually display their malicious actions?,In which environments do the worms used by FIN6 typically exhibit their malicious behavior?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What are the telltale signs and markers of a RaaS malware attack associated with the Lotus Blossom threat actor?,What are the key indicators of compromise for RaaS malware used by Lotus Blossom?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What platforms are targeted by the malicious activities of the spyware known as menuPass?,What platforms do the techniques of spyware employed by menuPass utilize?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which environments or platforms are the spyware tactics employed by the Gorgon Group most commonly encountered?,Which platforms or environments are most frequently exploited by the spyware techniques of Gorgon Group?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which types of industrial control systems are commonly exploited by malware attributed to the activities of the notorious threat actor group known as APT37?,What types of systems are typically targeted by malware designed to compromise ICS devices used by APT37?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What techniques commonly associated with the Ferocious Kitten intrusion set are found in.NET-based malware?,Which.NET-based malware techniques are commonly linked to the Ferocious Kitten intrusion set?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What platforms are commonly targeted by the worm behavior exhibited by Mofang?,What types of platforms are typically affected by the worm behavior of Mofang?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What characteristics can be identified in the malware associated with the APT33 campaign?,What are the characteristics of.NET malware involved in the APT33 campaign?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What types of systems or equipment are frequently targeted by the RPC-based backdoor employed by APT3?,What systems or devices are commonly compromised by the RPC-based backdoor used by APT3?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques associated with the LuminousMoth intrusion set are typically found in.NET-based malware?,Which.NET-based malware techniques are commonly linked to the LuminousMoth intrusion set?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of systems are usually attacked by in-memory malware that was used in the SolarWinds Compromise?,What types of systems are typically targeted by in-memory malware employed in SolarWinds Compromise?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the primary platforms that Soft Cell spyware techniques are typically directed against?,Which platforms serve as the primary targets for the spyware techniques utilized by Soft Cell?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which industrial control systems are at greatest risk of being compromised by malware from the HEXANE group that specifically targets ICS devices?,"Which systems are most vulnerable to malware attacks by the HEXANE group, which targets ICS devices?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What systems or networks are commonly targeted by the RPC-based backdoor exploited during a cyber attack attributed to Andariel?,What are the typical targets of the RPC-based backdoor exploited by Andariel in a cyber attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What systems or processes are usually targeted by the attackers using the RPC-based backdoor known as HEXANE in a cyber attack scenario?,What are the typical targets of the RPC-based backdoor exploited by HEXANE in a cyber attack?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What detection methods are most critical for identifying RaaS malware operations conducted by the threat actor known as APT17 within a network infrastructure?,What are the essential detection strategies for RaaS malware used by APT17 in a network environment?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What kinds of systems are typically targeted by the RPC-based backdoor known as CURIUM?,Which types of systems are commonly targeted by the RPC-based backdoor employed by CURIUM?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
Which environments and platforms are predominantly targeted by the spyware tactics employed in Dragonfly 2.0?,What platforms or environments are most commonly affected by the spyware techniques of Dragonfly 2.0?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In what settings do the malicious worms employed by GALLIUM usually manifest their malicious behavior?,In which environments do the worms used by GALLIUM typically exhibit their malicious behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What.NET malware tactics are typically associated with the TA505 intrusion set?,Which.NET malware techniques are characteristic of the TA505 intrusion set?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
Which systems and platforms are commonly attacked by the worm's tactics as indicated in C0033?,What platforms are frequently targeted by the worm's methods in C0033?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What are the most effective countermeasures against RaaS malware employed by the advanced threat actor APT39?,What methods can be used to detect and prevent RaaS malware used by APT39?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What platforms were compromised by the worm's tactics during the 2016 Ukraine Electric Power Attack?,What types of platforms are vulnerable to the worm's techniques in 2016 Ukraine Electric Power Attack?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What detection techniques do experts typically use to identify and flag RaaS malware as reported by Moses Staff?,What are the primary detection techniques for RaaS malware utilized by Moses Staff?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
In which environments do malicious activities from Gallmaker's worms usually manifest themselves?,In which environments do the worms used by Gallmaker typically exhibit their malicious behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which systems or platforms are susceptible to the spyware tactics employed by Ajax Security Team?,What types of platforms or systems are vulnerable to the spyware techniques used by Ajax Security Team?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What kinds of systems are frequently exploited by malicious software employed to breach Industrial Control Systems devices utilizing NEODYMIUM?,What types of systems are commonly targeted by malware used to compromise the ICS devices of NEODYMIUM?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of systems do malware specifically designed to target industrial control networks operated by Earth Lusca primarily aim to infect?,What are the main targets of malware specifically crafted to infect ICS devices operated by Earth Lusca?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"Was MarkiRAT utilized by the Honeybee threat actor in their operation, and if so, what are the key actions it performed?","Can you confirm whether MarkiRAT was used by the Honeybee in their campaign? If yes, what are its primary behaviors?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
Can a potential threat actor exploit the Outlook Home Page to gain unauthorized access to the Control Server?,Can the Outlook Home Page be used to compromise the Control Server?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
"Has GOLD SOUTHFIELD utilized the malware Mivast in their cyber operations? If so, what specific behaviors have been documented for this malware?","Has Mivast been employed in the cyber campaign orchestrated by GOLD SOUTHFIELD? If so, what are its identified behaviors?",EQUIVALENT,EQUIVALENT,EQUIVALENT,True
Does ZxShell play a part in the execution of Operation Dust Storm?,Does the Operation Dust Storm involve the deployment of ZxShell?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Is the C0015 comprised of the FLASHFLOOD component?,Is FLASHFLOOD a key component of the C0015?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
"Has Cobian RAT been utilized by the threat actor known as Leviathan in their malicious activities, and if so, what are its characteristic behaviors?","Has Leviathan employed Cobian RAT in their operations? If they have, describe its typical behaviors.",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
"Was Gelsemium an operation in which OopsIE was utilized, and if so, what distinct behaviors does OopsIE typically exhibit?","Is it true that OopsIE was deployed as part of a Gelsemium operation? If so, what are its characteristic behaviors?",EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Were the key behaviors of the Ferocious Kitten campaign associated with the detection of Desert Scorpion?,"Were any instances of Desert Scorpion detected in the Ferocious Kitten campaign? If yes, what are its key behaviors?",NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What actions are performed by the Lokibot?,What actions does the Lokibot take?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What characteristic behavior is associated with the Uroburos?,What kind of behavior is characteristic of the Uroburos?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the SUNSPOT function?,In what way does the SUNSPOT operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How do MESSAGETAP methods manage to avoid being detected by firewalls and other security software?,In what ways do MESSAGETAP techniques evade detection by firewalls and other security tools?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What features is the ThiefQuest known for?,What characteristics does the ThiefQuest exhibit?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the Shark function?,In what way does the Shark operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the operational mechanism of BlackMould?,How does the BlackMould function?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which domains is the cmd most frequently encountered?,What are the domains where cmd is most commonly found?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What types of security measures are commonly circumvented by the CARROTBAT tactics?,What types of safeguards are typically outsmarted by CARROTBAT tactics?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are evaded by the tactics employed in the Cinnamon Tempest?,What security defenses are bypassed by techniques used by the Cinnamon Tempest?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures are commonly evaded by the tactics employed by InnaputRAT?,Which types of defenses are typically circumvented by InnaputRAT methods?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures commonly fall prey to the tactics employed by Royal cyber threats?,What types of safeguards are typically outsmarted by Royal tactics?,NOT_EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,False
What methods does Evilnum employ to avoid being detected by different types of security defenses?,How do techniques utilized by the Evilnum manage to evade detection by various defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the primary targets of the tactics and methods employed by Metador?,What types of platforms or devices are the Metador tactics and methods primarily intended to target?,EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,True
What security protocols do DarkTortilla exploits commonly circumvent?,Which security protocols are often bypassed by DarkTortilla exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the actions that Prestige undertakes?,What actions does the Prestige take?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malware was utilized in the 2016 Ukraine Electric Power Attack?,What type of malware is used by the 2016 Ukraine Electric Power Attack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What was the primary target of the 2015 Ukraine Electric Power Attack cyberattack?,What platform was the focal point of the 2015 Ukraine Electric Power Attack's cyberattack?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What typical behaviors are commonly linked to TDTESS?,What are the typical behaviors associated with the TDTESS?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which environment does Cobalt Strike typically initiate its operation?,In what environment does Cobalt Strike become active?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures can FIN7's tactics be designed to evade or bypass?,What types of security measures can techniques employed by the FIN7 circumvent?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What devices or systems are primarily targeted by the tactics associated with CopyKittens?,What types of devices or systems are the primary targets of the CopyKittens tactics?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How do the methods employed by APT39 undermine the efficacy of diverse security measures?,In what ways do techniques used by the APT39 compromise the effectiveness of various security defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What techniques and platforms are typically linked with FIN6 attacks?,What platforms are commonly associated with the FIN6 attacks and their techniques?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do FIN4 tactics employ to evade various security defenses?,How do techniques used by the FIN4 outsmart various security defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What technique is utilized by ZIRCONIUM?,What technique does the ZIRCONIUM employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behaviors are characteristic of the Marcher?,What are the typical behaviors associated with the Marcher?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What kinds of security measures do Pisloader methods typically bypass?,What kinds of protection do Pisloader techniques usually sidestep?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are commonly compromised by RedLeaves methods?,What security features do RedLeaves methods frequently undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What was the primary target of the FunnyDream cyberattack's focus?,What platform was the focal point of the FunnyDream's cyberattack?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
On which platforms or devices are the Magic Hound tactics and methods primarily designed to operate?,What types of platforms or devices are the Magic Hound tactics and methods primarily intended to target?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behavior can be expected from Sakula?,How does the Sakula behave?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security protocols are commonly evaded by SpyDealer exploits?,Which security protocols are often bypassed by SpyDealer exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures do various TEXTMATE tactics manage to circumvent?,What security measures do TEXTMATE techniques manage to evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the specific actions that the ObliqueRAT malware performs?,What actions does the ObliqueRAT take?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methodology has been utilized in the context of FunnyDream?,What approach has been taken in the FunnyDream?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures can Peppy tactics successfully bypass?,What security measures do Peppy techniques manage to evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do TURNEDUP techniques utilize to remain undetected by firewalls and other security-related software?,In what ways do TURNEDUP techniques evade detection by firewalls and other security tools?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What malware is believed to have been utilized during the 2022 Ukraine Electric Power Attack?,What kind of virus is being employed by the 2022 Ukraine Electric Power Attack?,NOT_EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What characteristics are inherent to the GrimAgent?,What characteristics does the GrimAgent exhibit?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of attack vector is most frequently associated with the LAPSUS$?,Which attack vector is commonly linked to the LAPSUS$?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures typically get bypassed by Marcher tactics?,What kinds of protection do Marcher techniques usually sidestep?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures are commonly bypassed by BLACKCOFFEE tactics?,Which types of defenses are typically circumvented by BLACKCOFFEE methods?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What typical behaviors are commonly linked to the Misdat?,What are the typical behaviors associated with the Misdat?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the defining traits of the Xbash's operational patterns?,What are the primary characteristics of the Xbash's behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What was the primary focus of the C0017 attack?,What was the primary target in the C0017?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What methods do malicious actors employ to avoid detection by firewalls and other security tools when utilizing the Trojan-SMS.AndroidOS.OpFake.a threat?,In what ways do Trojan-SMS.AndroidOS.OpFake.a techniques evade detection by firewalls and other security tools?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What behaviors are characteristic of the Azorult malware?,What are the typical behaviors associated with the Azorult?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behavior can be expected from GolfSpy?,How does the GolfSpy behave?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What platforms are likely to be targeted by the Fox Kitten cyber threats?,Which platforms are most vulnerable to the attacks carried out by the Fox Kitten?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What malware does the C0017 virus typically employ?,What virus is the C0017 known to use?,NOT_EQUIVALENT,NOT_EQUIVALENT,NOT_EQUIVALENT,False
What tactics do Pegasus for iOS exploits employ to bypass security protocols?,What security measures do Pegasus for iOS techniques manage to evade?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What security measures are typically evaded by DarkGate exploits?,Which security protocols are often bypassed by DarkGate exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures are typically circumvented by MobileOrder methods?,What kinds of protection do MobileOrder techniques usually sidestep?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods does XLoader utilize to remain undetected by firewalls and other security software?,In what ways do XLoader techniques evade detection by firewalls and other security tools?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What characteristics are most distinctive of SysUpdate's operational behavior?,What are the primary characteristics of the SysUpdate's behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What technique does Taidoor utilize?,What method does the Taidoor employ?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security protocols typically get circumvented by Remexi exploits?,Which security protocols are often bypassed by Remexi exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What does FIN5's behavior typically manifest as?,What is the nature of the FIN5's behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What defensive measures are typically circumvented by Cryptoistic attacks?,Which defensive strategies are commonly bypassed by Cryptoistic attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What approach does xCmd employ?,What strategy does the xCmd use?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the operational mechanisms behind the Leviathan?,How does the Leviathan operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What method does GCMAN utilize?,What method is employed by the GCMAN?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What functionality does ThreatNeedle possess?,How does the ThreatNeedle function?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What are the key behavioral traits associated with the CosmicDuke?,What are the primary characteristics of the CosmicDuke's behavior?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behavior is most characteristic of the Desert Scorpion?,What type of behavior is typical for the Desert Scorpion?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What tactics do malicious actors use in Bandook attacks to remain undetected by intrusion detection systems and other security software?,How do Bandook attacks manage to evade detection by intrusion detection systems and other security software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What features are inherent to the TYPEFRAME?,What characteristics does the TYPEFRAME exhibit?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are frequently circumvented by GLOOXMAIL threats?,Which defensive strategies are commonly bypassed by GLOOXMAIL attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What sets the BRONZE BUTLER apart from other types of cyber threats?,What are the distinguishing characteristics of the BRONZE BUTLER?,EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,False
What tactics do Octopus attacks employ to avoid being detected by intrusion detection systems and other types of security software?,How do Octopus attacks manage to evade detection by intrusion detection systems and other security software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the Calisto function?,In what way does the Calisto operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of defense can be circumvented by using Forfiles?,What defense Forfiles can be sidestepped by?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the EventBot function?,In what way does the EventBot operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of malicious activities is APT29 commonly known to conduct?,What kind of actions does the APT29 typically undertake?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security protocols are commonly circumvented by SpyNote RAT malware?,Which security protocols are often bypassed by SpyNote RAT exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of defenses do BlackMould methods typically evade?,What kinds of protection do BlackMould techniques usually sidestep?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of defense can be compromised by a Ping?,Which defense Ping can be compromised by?,NOT_EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,True
What methods does the Sidewinder utilize to evade and bypass multiple layers of security defenses?,How do techniques used by the Sidewinder outsmart various security defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are commonly circumvented by COATHANGER attacks?,Which security protocols are often bypassed by COATHANGER exploits?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What methods do security systems struggle to detect due to the nature of BOOTRASH tactics?,How do BOOTRASH tactics avoid detection by security systems?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What strategies employed by the Ajax Security Team enable them to evade detection by different types of security defenses?,How do techniques utilized by the Ajax Security Team manage to evade detection by various defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What actions does AcidRain typically undertake?,What actions does the AcidRain take?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
What kinds of actions are commonly associated with the Frankenstein?,What kind of actions does the Frankenstein typically undertake?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which domains does the malicious activity of Out1 take place?,In what domains does Out1 carry out its malicious activities?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What platform does Pupy specifically operate on?,What is the target platform for Pupy?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security controls do FakeSpy tactics successfully bypass?,What security measures do FakeSpy techniques manage to evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures are evaded by the SpicyOmelette techniques?,What security measures do SpicyOmelette techniques manage to evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What method does the Turla utilize?,What method is employed by the Turla?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What traits or features are associated with ShimRat?,What characteristics does the ShimRat exhibit?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What method does the Gelsemium utilize?,What method is employed by the Gelsemium?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures are often compromised by the use of LoudMiner tactics?,What security features do LoudMiner methods frequently undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary tactic employed by the Unitronics Defacement Campaign?,What has been the primary method used by the Unitronics Defacement Campaign?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures do DarkWatchman tactics successfully bypass?,What security measures do DarkWatchman techniques manage to evade?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What platforms are usually targeted by the techniques commonly associated with Group5?,What platforms do the techniques employed by the Group5 typically target?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behaviors are commonly linked to the malware known as Trojan.Karagany?,What are the typical behaviors associated with the Trojan.Karagany?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods are used by EnvyScout threats to remain undetected by intrusion detection systems and other security software?,How do EnvyScout attacks manage to evade detection by intrusion detection systems and other security software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What are the specific actions performed by the Hancitor?,What actions does the Hancitor take?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
In which areas or networks does MCMD conduct its malicious operations?,In what domains does MCMD carry out its malicious activities?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What security measures are often compromised by BS2005 techniques?,What security features do BS2005 methods frequently undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods does ToddyCat commonly employ to execute its operations?,What approach does the ToddyCat typically use to carry out its operations?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What manner in which the Ramsay functions?,In what way does the Ramsay operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do security tools struggle to detect due to ZLib?,In what ways do ZLib techniques evade detection by firewalls and other security tools?,NOT_EQUIVALENT,NOT_EQUIVALENT,EQUIVALENT,True
What techniques do ACAD/Medre.A use to avoid being detected by intrusion detection systems and other security software?,How do ACAD/Medre.A attacks manage to evade detection by intrusion detection systems and other security software?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What sets the Turla apart from other cyber threats?,What are the distinguishing characteristics of the Turla?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behaviors are commonly linked to the use of Machete?,What are the typical behaviors associated with the Machete?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of activities are usually characteristic of the Ember Bear?,What kind of actions does the Ember Bear typically undertake?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
The Unitronics Defacement Campaign defense measure was successfully circumvented.,The Unitronics Defacement Campaign defense measure was bypassed,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
On which platform does PowerSploit most commonly operate?,On which type of platform is PowerSploit typically found?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What traits are exhibited by the Mis-Type?,What characteristics does the Mis-Type exhibit?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What defensive measures are typically circumvented by NETEAGLE attacks?,Which defensive strategies are commonly bypassed by NETEAGLE attacks?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behavior is commonly linked to GALLIUM?,What is the typical behavior associated with the GALLIUM?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security measures do methods associated with IcedID often compromise?,What security features do IcedID methods frequently undermine?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What tactic is linked to the Leafminer?,What strategy is associated with the Leafminer?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What security protocols are commonly circumvented by OLDBAIT exploits?,Which security protocols are often bypassed by OLDBAIT exploits?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does Fgdump typically function?,What is the Fgdump's mode of operation?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures are typically evaded by NetTraveler tactics?,What kinds of protection do NetTraveler techniques usually sidestep?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of systems or networks are targeted by the Silent Librarian tactics for compromise or disruption?,What platforms do the Silent Librarian techniques aim to compromise or disrupt?,EQUIVALENT,EQUIVALENT,EQUIVALENT,True
What types of systems and networks are commonly targeted by the APT37 for unauthorized entry?,What platforms are typically exploited by the APT37 to gain unauthorized access?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,True
What types of security measures are commonly bypassed by DealersChoice tactics?,Which types of defenses are typically circumvented by DealersChoice methods?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of security measures often fall prey to the cunning strategies employed by the Brave Prince?,What types of safeguards are typically outsmarted by Brave Prince tactics?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What is the primary characteristic of FunnyDream?,What is the primary behavior of the FunnyDream?,NOT_EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What behaviors are commonly linked to the NanHaiShu?,What are the typical behaviors associated with the NanHaiShu?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What strategy has been linked to Operation Wocao?,Which strategy has been associated with the Operation Wocao?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What method was employed in the Maroochy Water Breach?,What approach has been taken in the Maroochy Water Breach?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods used by TA459 enable it to avoid being detected by different types of defenses?,How do techniques utilized by the TA459 manage to evade detection by various defenses?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What methods do INCONTROLLER tactics employ to evade detection by security systems?,How do INCONTROLLER tactics avoid detection by security systems?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What type of malware is utilized by the C0033?,What kind of malicious software is used by the C0033?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
Which operating systems or devices are typically targeted by the Dark Caracal methods?,What operating systems or devices are commonly affected by the Dark Caracal techniques?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
How does the Lizar function?,In what way does the Lizar operate?,EQUIVALENT,EQUIVALENT,EQUIVALENT,False
What types of actions does LockerGoga typically execute?,What actions does the LockerGoga  take?,EQUIVALENT,EQUIVALENT,NOT_EQUIVALENT,False
