Question,Section,path,n_gold,known_gold_bug,n_sparql,match
How can Helminth be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,27,False,27,True
What is the primary behavior of the JHUHUGIT?,single_hop_not_filter,uses_attack_pattern,26,False,26,True
What are the steps involved in identifying and removing KGH_SPY?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,29,False,29,True
On which platform is Logon Script (Windows) designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
How does the Smoke Loader behave?,single_hop_not_filter,uses_attack_pattern,21,False,21,True
Which platform does Denial of View target or operate on?,intra_relationship,x_mitre_platforms,2,False,2,True
What are the repercussions of a modular backdoor's involvement in a FIN7 campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What unique behaviors are associated with Wiper and Killdisk?,common_and_differences,is_malware_type<SEP>select Wiper Killdisk<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,5,False,5,True
What methods can be used to identify PoisonIvy?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,29,False,29,True
What are the steps involved in identifying and removing SPACESHIP?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,11,False,11,True
How does Process Doppelgänging manage to breach or penetrate security systems and defenses?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What are the key steps to prevent and mitigate the attacks carried out by MuddyWater?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,83,False,83,True
For which platform is Abuse of iOS Enterprise App Signing Key primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
What types of platforms are vulnerable to the behavior of a worm?,multi_hop_relationship,is_malware_type<SEP>filter worm<SEP>uses_attack_pattern<SEP>x_mitre_platforms,10,False,10,True
What are the known aliases of the APT5 group?,intra_relationship,aliases,1,False,1,True
What are the typical behaviors associated with the Kerrdown?,single_hop_not_filter,uses_attack_pattern,11,False,11,True
What are the necessary countermeasures to take against Kimsuky?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,89,False,89,True
Which platform serves as the primary focus for Cron attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
What types of safeguards are typically outsmarted by Lokibot tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
What are the consequences of the attacks launched by malware employed by groups participating in Operation Spalax?,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What is the intention behind SIM Card Swap?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the Prikormka?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
"What asset is at the center of the attack pattern that utilizes PowerShell scripts, a distinguishing feature of the SamSam?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,7,False,7,True
What security features do Denis methods frequently undermine?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
Which stealing software is linked to the PROMETHIUM and used for unauthorized data access?,single_hop_relationship_filter,uses_malware<SEP>filter stealing,1,False,1,True
What security protocols are bypassed or compromised by Indicator Removal?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
What is the AsyncRAT's underlying method?,single_hop_not_filter,uses_attack_pattern,13,False,13,True
What are the essential security measures to take against the threats posed by LuminousMoth?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
What malicious activity has been conducted in the Unitronics Defacement Campaign?,single_hop_not_filter,uses_attack_pattern,6,False,6,True
What is the primary behavior of the WINERACK?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What crucial tactic is employed to counter the threat posed by Drovorub?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What backdoor or ransomware variant is employed by the APT3?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,1,False,1,True
What kind of platform is Firmware Corruption most commonly associated with?,intra_relationship,x_mitre_platforms,1,False,1,True
In what ways do Prestige techniques evade detection by firewalls and other security tools?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What are the domains where cmd is most commonly found?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What is the nature of the Transparent Tribe's behavior?,single_hop_not_filter,uses_attack_pattern,14,False,14,True
Where does cmd execute its functions?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
For what type of platform is Password Policy Discovery considered a significant threat?,intra_relationship,x_mitre_platforms,2,False,2,True
In what domains does MCMD carry out its malicious activities?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
How does the Twitoor function?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
"What type of asset is the EnvyScout typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What types of safeguards are typically outsmarted by DRATzarus tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
"What types of defenses or security systems can System Script Proxy Execution compromise, disable, or bypass?",intra_relationship,x_mitre_defense_bypassed,1,False,1,True
"Which techniques are commonly employed by Ursnif, StrifeWater, and Pandora?",entity_in_path,is_malware_type<SEP>select Ursnif StrifeWater Pandora<SEP>uses_attack_pattern<SEP>exec_common attack_pattern,1,False,1,True
How would you define Ransomware in the context of computer viruses?,single_hop_relationship_filter,is_malware_type<SEP>filter ransomware<SEP>description,78,False,78,True
What kind of behavior is characteristic of the PowerPunch?,single_hop_not_filter,uses_attack_pattern,5,False,5,True
"What type of asset is the INCONTROLLER typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
What does an attacker seek to accomplish with Network Service Scanning?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What is the main intention of a Account Access Removal?,intra_relationship,x_mitre_tactic_type,1,False,1,True
"What is the primary difference between RCSAndroid and Cryptoistic in terms of their attack methods, particularly with regards to DDoS attacks?",entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select RCSAndroid Cryptoistic,2,False,2,True
What has been the primary method used by the C0033?,single_hop_not_filter,uses_attack_pattern,20,False,20,True
Which key approach helps to neutralize the impact of SHARPSTATS on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,18,False,18,True
What are the typical behaviors associated with the Machete?,single_hop_not_filter,uses_attack_pattern,63,False,63,True
How does the Helminth function?,single_hop_not_filter,uses_attack_pattern,30,False,30,True
What countermeasure can be taken to minimize the effects of DRATzarus on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,27,False,27,True
What kind of behavior is characteristic of the Matroyshka?,single_hop_not_filter,uses_attack_pattern,14,False,14,True
Which asset is the target of the attack pattern that employs PowerShell scripts used by the BitPaymer?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,12,False,12,True
What type of cyber operation has been used in the Oldsmar Treatment Plant Intrusion?,single_hop_not_filter,uses_attack_pattern,4,False,4,True
What signs or symptoms indicate the presence of PowerShower in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,23,False,23,True
How can Chameleon be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,32,False,32,True
What platform is Credentials specifically tailored for?,intra_relationship,x_mitre_platforms,1,False,1,True
What platform was the main target of the C0027?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,11,False,11,True
What kind of platform is Rc.common most commonly associated with?,intra_relationship,x_mitre_platforms,2,False,2,True
"What asset is typically compromised by the attack pattern involving PowerShell scripts, which is used by the PUNCHTRACK?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
How do Trojan.Mebromi attacks manage to evade detection by intrusion detection systems and other security software?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,1,False,1,True
What asset is usually targeted by the attack pattern that utilizes PowerShell scripts as a tool of the Pasam?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What are the repercussions of a modular backdoor's involvement in a Windigo campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What signs or symptoms indicate the presence of Lucifer in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,32,False,32,True
What techniques does Hijack Execution Flow use to bypass security measures?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
On which platform is System Network Configuration Discovery typically deployed or executed?,intra_relationship,x_mitre_platforms,2,False,2,True
What is the primary behavior of the PingPull?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
Which types of defenses are typically circumvented by LightNeuron methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,6,False,6,True
What types of security measures can techniques employed by the Silent Librarian circumvent?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,2,False,2,True
What is the impact of a modular backdoor's behavior on the overall success of a Akira campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What crucial step can be taken to prevent the installation of Royal on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,37,False,37,True
What security measures does Regsvr32 manage to bypass or undermine?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What crucial tactic is employed to counter the threat posed by BoxCaon?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,22,False,22,True
What is the primary objective of a Bidirectional Communication?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What remote access trojan is associated with the C0017?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,1,False,1,True
What essential technique is used to combat the malicious activities of VaporRage?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,7,False,7,True
What security features do Egregor methods frequently undermine?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,9,False,9,True
How does the EvilBunny behave?,single_hop_not_filter,uses_attack_pattern,17,False,17,True
What type of backdoor or ransomware is associated with the APT32?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,8,False,8,True
What tools or software can be used to detect and remove jRAT?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,30,False,30,True
On which platform is Disable Windows Event Logging designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
Which security protocols are often bypassed by Hikit exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,7,False,7,True
When did the most recent instance of C0015 take place?,intra_relationship,last_seen,1,False,1,True
What types of safeguards are typically outsmarted by ThreatNeedle tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What platforms do the APT32 techniques aim to compromise or disrupt?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,10,False,10,True
What is the main platform associated with SILENTTRINITY?,intra_relationship,x_mitre_platforms,1,False,1,True
Which security protocols are often bypassed by DarkGate exploits?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,13,False,13,True
What platform is Security Support Provider specifically tailored for?,intra_relationship,x_mitre_platforms,1,False,1,True
What crucial tactic is employed to counter the threat posed by ProLock?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,24,False,24,True
What is the primary objective of a Capture Clipboard Data?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What type of platform is MSBuild typically designed for?,intra_relationship,x_mitre_platforms,1,False,1,True
What countermeasure can be taken to minimize the effects of Industroyer on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,68,False,68,True
How do the behaviors of a modular backdoor influence the progression of a PROMETHIUM campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What countermeasure can be taken to minimize the effects of FakeSpy on a computer network?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,19,False,19,True
In what environment does PcShare become active?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,7,False,7,True
What defenses can Rootkit evade or circumvent?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What crucial tactic is employed to counter the threat posed by ECCENTRICBANDWAGON?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,13,False,13,True
Which of the two types of SoreFang is more commonly associated with DDoS attacks?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select SoreFang FLIPSIDE,2,False,2,True
Which RAT software has been linked to Operation Spalax?,single_hop_relationship_filter,uses_malware<SEP>filter RAT,1,False,1,True
How does the Fysbis function?,single_hop_not_filter,uses_attack_pattern,18,False,18,True
What is the native platform for IronNetInjector?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,3,False,3,True
What defensive strategy is most effective in mitigating the risks associated with HAWKBALL?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,39,False,39,True
What asset is primarily affected by the attack pattern that utilizes PowerShell scripts as part of the Helminth?,multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,8,False,8,True
What type of platform is often compromised by Spearphishing Voice malware?,intra_relationship,x_mitre_platforms,2,False,2,True
What tactics does the Threat Group-1314 employ?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What is the objective of an Native Code attack?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What crucial step can be taken to prevent the installation of Pteranodon on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,45,False,45,True
Can you tell me about the techniques used to detect RDFSNIFFER?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,9,False,9,True
What type of platform is often compromised by Command and Scripting Interpreter malware?,intra_relationship,x_mitre_platforms,2,False,2,True
What types of safeguards are typically outsmarted by CHEMISTGAMES tactics?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
What are the remediation strategies needed to neutralize the malware employed by groups involved in 2022 Ukraine Electric Power Attack?,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>detected_by,77,False,77,True
What behavior can be expected from the APT33?,single_hop_not_filter,uses_attack_pattern,45,False,45,True
What are the various names used to refer to the DarkVishnya group?,intra_relationship,aliases,1,False,1,True
How can one effectively counter the methods used by LazyScripter?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,28,False,28,True
Are there indications that HAMMERTOSS is being used in the Unitronics Defacement Campaign?,other_double_entity,is_campaign_type<SEP>select Unitronics Defacement Campaign<SEP>uses_malware<SEP>select HAMMERTOSS,1,False,1,True
What are the typical behaviors associated with the Spark?,single_hop_not_filter,uses_attack_pattern,10,False,10,True
What are the primary tactics employed by STEADYPULSE and Riltok?,common_and_differences,is_malware_type<SEP>select STEADYPULSE Riltok<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,16,False,16,True
What essential technique is used to combat the malicious activities of Linux Rabbit?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,28,False,28,True
How can one effectively counter the methods used by The White Company?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,21,False,21,True
What are the primary characteristics of the SYNful Knock's behavior?,single_hop_not_filter,uses_attack_pattern,3,False,3,True
What signs or symptoms indicate the presence of JSS Loader in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,16,False,16,True
What are the key steps to prevent and mitigate the attacks carried out by APT41?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,111,False,111,True
What security measures do TajMahal techniques manage to evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
In what way does the BACKSPACE operate?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
What kind of platform is Loss of View most commonly associated with?,intra_relationship,x_mitre_platforms,3,False,3,True
On which platform is AS-REP Roasting designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
Which key approach helps to neutralize the impact of DualToy on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,12,False,12,True
What are the common methods used to detect and prevent HilalRAT infections?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,5,False,5,True
What is the primary behavior of the AndroidOS/MalLocker.B?,single_hop_not_filter,uses_attack_pattern,6,False,6,True
Which platform does Indicator Blocking target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What are the outcomes of a modular backdoor's actions in a APT33 campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
How can adbupd be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,9,False,9,True
What crucial tactic is employed to counter the threat posed by Kinsing?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,34,False,34,True
How do you detect the presence of ThiefQuest in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,33,False,33,True
How can FunnyDream be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,45,False,45,True
In what way does the Gazer operate?,single_hop_not_filter,uses_attack_pattern,21,False,21,True
What are the known behaviors of the HyperBro used by the Metador in their campaign?,other_double_entity,is_intrusion_set_type<SEP>select Metador<SEP>is_responsible<SEP>uses_malware<SEP>select HyperBro<SEP>uses_attack_pattern,14,False,14,True
"Which of the following malware types, EventBot, P.A.S. Webshell, or PLEAD, utilizes SQL Injection attacks?",entity_in_path,is_malware_type<SEP>filter SQL<SEP>select EventBot P.A.S. Webshell PLEAD,3,False,3,True
What characteristics does the RotaJakiro exhibit?,single_hop_not_filter,uses_attack_pattern,17,False,17,True
What does an attacker seek to accomplish with Compromise Application Executable?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What are the common methods used to detect and prevent UPPERCUT infections?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,22,False,22,True
What type of platform is often compromised by Credential API Hooking malware?,intra_relationship,x_mitre_platforms,1,False,1,True
On which platform is Web Services designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
Which defensive strategies are commonly bypassed by Bad Rabbit attacks?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What proactive measure can be taken to protect against ChChes attacks?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,39,False,39,True
What other names are associated with the group Fox Kitten?,intra_relationship,aliases,1,False,1,True
What defense mechanisms are vulnerable to exploitation by Indicator Removal from Tools?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What is the primary behavior of the Miner-C?,single_hop_not_filter,uses_attack_pattern,1,False,1,True
What operating systems or devices are commonly affected by the DarkVishnya techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,7,False,7,True
What does an attacker seek to accomplish with Command and Scripting Interpreter?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What characteristics does the CARROTBAT exhibit?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What is the Chimera's preferred method of operation?,single_hop_not_filter,uses_attack_pattern,61,False,61,True
On which platform is Serial Connection Enumeration designed to function effectively?,intra_relationship,x_mitre_platforms,1,False,1,True
On which platforms are the methods used by the Tonto Team most commonly deployed?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,8,False,8,True
How do the attacks carried out by malware utilized by groups involved in Operation Wocao affect the target systems?,multi_hop_relationship,attributed_to<SEP>uses_malware<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What are the essential security measures to take against the threats posed by OilRig?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,91,False,91,True
"What characteristics define PS1, and does it contain a backdoor that enables the use of Scanning IP Blocks?",double_entity,is_malware_type<SEP>select PS1<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>select Scanning IP Blocks,1,False,1,True
What are the essential measures to prevent and mitigate the methods employed by APT18?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,42,False,42,True
On which platforms do backdoor techniques typically operate?,multi_hop_relationship,is_malware_type<SEP>filter backdoor<SEP>uses_attack_pattern<SEP>x_mitre_platforms,14,False,14,True
What are the typical behaviors associated with the Trojan.Karagany?,single_hop_not_filter,uses_attack_pattern,23,False,23,True
What methods can be used to identify SUGARDUMP?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,27,False,27,True
Which types of defenses are typically circumvented by Dok methods?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,4,False,4,True
"What type of asset is the BlackMould typically designed to compromise, often employing PowerShell scripts in its attack?",multi_hop_relationship,uses_attack_pattern<SEP>filter PowerShell<SEP>targets,6,False,6,True
What is the primary behavior of the Okrum?,single_hop_not_filter,uses_attack_pattern,33,False,33,True
How does the Naid behave?,single_hop_not_filter,uses_attack_pattern,7,False,7,True
What is the name of the backdoor or ransomware used by the Tonto Team?,single_hop_relationship_filter,uses_malware<SEP>filter ransomware or backdoor,1,False,1,True
What is the primary objective of a Event Triggered Execution ?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What are the pseudonyms of the APT-C-36 group?,intra_relationship,aliases,1,False,1,True
What are the alternate designations of the TeamTNT group?,intra_relationship,aliases,1,False,1,True
How do you detect the presence of RemoteCMD in a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
What crucial tactic is employed to counter the threat posed by QUIETEXIT?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,11,False,11,True
What security measures are unable to prevent Mshta?,intra_relationship,x_mitre_defense_bypassed,2,False,2,True
What is the process of detecting and eliminating Heyoka Backdoor from a system?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,27,False,27,True
What signs or symptoms indicate the presence of TINYTYPHON in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,17,False,17,True
What method can effectively prevent and mitigate the damage caused by QUADAGENT?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,39,False,39,True
Can you tell me about the techniques used to detect FALLCHILL?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,18,False,18,True
What type of platform is often compromised by RC Scripts malware?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the target platform for Sliver?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,6,False,6,True
"What are the most common techniques used to combat Dacls, ROKRAT, and MiniDuke?",entity_in_path,is_malware_type<SEP>select Dacls ROKRAT MiniDuke<SEP>uses_attack_pattern<SEP>mitigated_by<SEP>exec_common course_of_action,11,False,11,True
Which platform serves as the primary focus for Disk Wipe attacks?,intra_relationship,x_mitre_platforms,1,False,1,True
In which domains does SDelete pose a threat?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,5,False,5,True
What crucial tactic is employed to counter the threat posed by Conti?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,36,False,36,True
What operating systems or devices are commonly affected by the ToddyCat techniques?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,7,False,7,True
What are the common methods used to detect and prevent BadPatch infections?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,23,False,23,True
In what ways does Exploitation of Vulnerability evade the defenses put in place?,intra_relationship,x_mitre_defense_bypassed,1,False,1,True
Which key approach helps to neutralize the impact of Charger on a system?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,14,False,14,True
What security measures do Drinik techniques manage to evade?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,3,False,3,True
What platform is DNS specifically tailored for?,intra_relationship,x_mitre_platforms,2,False,2,True
What sets WireLurker apart from JPIN in terms of its reliance on DDoS attacks?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select WireLurker JPIN,2,False,2,True
What is the typical behavior associated with the BackdoorDiplomacy?,single_hop_not_filter,uses_attack_pattern,15,False,15,True
What is the typical behavior associated with the CostaRicto?,single_hop_not_filter,uses_attack_pattern,10,False,10,True
For what type of platform is Software considered a significant threat?,intra_relationship,x_mitre_platforms,1,False,1,True
What is the primary goal of Access Call Log?,intra_relationship,x_mitre_tactic_type,1,False,1,True
How does the BabyShark function?,single_hop_not_filter,uses_attack_pattern,18,False,18,True
How do Hornbill and ccf32 differ in their behavior patterns?,common_and_differences,is_malware_type<SEP>select Hornbill ccf32<SEP>uses_attack_pattern<SEP>exec_difference attack_pattern,27,False,27,True
How do Red Alert 2.0 and TinyZBot compare in their use of DDoS attacks as a malicious tactic?,entity_in_path,is_malware_type<SEP>filter DDoS<SEP>select Red Alert 2.0 TinyZBot,2,False,2,True
What signs or symptoms indicate the presence of BrainTest in a computer?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,19,False,19,True
How can CrossRAT be identified and removed from a network?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,12,False,12,True
What types of security measures can techniques employed by the Blue Mockingbird circumvent?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,9,False,9,True
What is the primary goal of Dead Drop Resolver?,intra_relationship,x_mitre_tactic_type,1,False,1,True
What is the Mimikatz's underlying method?,single_hop_not_filter,uses_attack_pattern,19,False,19,True
What effects do the actions of a modular backdoor have in the context of a DarkHydrus campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
For which platform is Drive-By Compromise primarily intended?,intra_relationship,x_mitre_platforms,1,False,1,True
Which security controls are bypassed by the techniques used by the Molerats?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,5,False,5,True
What is the impact of a modular backdoor's behavior on the overall success of a Night Dragon campaign?,multi_hop_relationship,is_responsible<SEP>uses_malware<SEP>filter modular and backdoor<SEP>uses_attack_pattern<SEP>x_mitre_impact_type,0,True,0,True
What methods can be used to identify DustySky?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,29,False,29,True
What are the alternate designations of the Inception group?,intra_relationship,aliases,1,False,1,True
What platform is Exfiltration to Code Repository specifically tailored for?,intra_relationship,x_mitre_platforms,1,False,1,True
How can one determine if a computer has been infected with Winnti?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,31,False,31,True
How can one determine if a computer has been infected with Crimson?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,31,False,31,True
What kind of defense mechanism can a Empire bypass?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_defense_bypassed,10,False,10,True
Which platform does Stage Capabilities target or operate on?,intra_relationship,x_mitre_platforms,1,False,1,True
What essential technique is used to combat the malicious activities of RawPOS?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,17,False,17,True
What methods can be used to identify PlugX?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,33,False,33,True
What are the necessary countermeasures to take against Turla?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,89,False,89,True
What domains does dsquery primarily operate in?,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_platforms,3,False,3,True
How can one determine if a computer has been infected with INSOMNIA?,single_hop_relationship_filter,uses_attack_pattern<SEP>detected_by,25,False,25,True
How does the APT-C-36 manifest its presence?,single_hop_not_filter,uses_attack_pattern,9,False,9,True
What key component of cybersecurity helps to prevent and mitigate the attacks of H1N1?,multi_hop_relationship,uses_attack_pattern<SEP>mitigated_by,48,False,48,True
"Which attack pattern is prevented by operating on Windows Registers, and is directly linked to the presence of HermeticWiper?",multi_hop_relationship,uses_attack_pattern<SEP>mitigates<SEP>filter Windows and Regist,3,False,3,True
