Question,Path,Section,FinalPath,TemplateKey,SkeletonKey
What countermeasures can be implemented to prevent Generate Fraudulent Advertising Revenue?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What tool is used by the SYNful Knock to carry out its functions?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What approach is neutralized through the adoption of the Security Support Provider Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
How can the tactics employed by the CCBkdr be identified and detected?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What are the key factors that influence Revenge RAT's behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What information do we have about the origins of Hancitor behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What are the sequential steps of the kill chain that Judy typically follows?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
Which software module is typically used by the Epic to compromise system security?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What type of system is typically targeted by the Application Layer Protocol?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What countermeasures can be implemented to prevent Exchange Email Delegate Permissions?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What security measures are available to defend against Upload Tool?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
Where do the behaviors of Dvmap originate from?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What are the primary domains targeted by the malware used by the Deep Panda?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains
On which platforms does the software used by the MURKYTOP operate?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What behavior is captured by the Volume Enumeration?,<PATH>detects</PATH>,single_hop_not_filter,detects,single_hop_not_filter||detects,single_hop_not_filter||detects
On which platform is the framework employed by the FlawedAmmyy typically designed?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What methods can be used to identify the techniques used by the AppleJeus in real-time?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
How does the kill chain unfold for GLASSTOKEN attacks?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
On which platform is the framework employed by the StrifeWater typically designed?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
Which domains are the primary targets of techniques that can be mitigated through Registry Run Keys / Start Folder Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains
What data feeds or sources do the techniques detected by the Drive Modification rely on?,<PATH>detects<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,detects<SEP>x_mitre_data_sources,single_hop_not_filter||detects<SEP>x_mitre_data_sources,single_hop_not_filter||detects<SEP>x_mitre_data_sources
What is the typical target platform for the Volume Enumeration technique?,<PATH>detects<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,detects<SEP>x_mitre_platforms,single_hop_not_filter||detects<SEP>x_mitre_platforms,single_hop_not_filter||detects<SEP>x_mitre_platforms
What is the main target of the Email Account in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What measures are compromised by the techniques that are mitigated by the Stored Data Manipulation Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
How do we determine the origins of SombRAT behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
Which domain does the framework of the Valak aim to compromise?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What method is used to counteract the impact of the Registry Run Keys / Startup Folder Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
What piece of software enables the Linfo to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What is the primary target of the Event Triggered Execution?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What platform does the framework used by the JPIN primarily target?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
Can you describe the methods used to identify the techniques employed by the SLIGHTPULSE?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
Outline the kill chain phases that yty exploits to gain control.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What are the key factors that influence Android/Chuli.A's behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What is the primary platform for the framework employed by the ToddyCat?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
"What are the techniques used by the Carberp to evade detection, and how can they be identified?",<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What is the typical target domain for the framework of the Emissary?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What security protocols should be put in place to prevent and respond to System Checks?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
Outline the kill chain phases that Stuxnet exploits to gain control.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What domain does the framework used by the DCSrv typically target?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What is the intended target for the framework's malicious operations when used by the Caterpillar WebShell?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What infrastructure is the Create Snapshot primarily aimed at?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What are the best practices for preventing and responding to Group Policy Preferences?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What technique is mitigated through the implementation of the Communication Authenticity?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
What is the main objective of the At in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What do hackers usually aim to accomplish with gh0st?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
What domains are the primary objectives of the Pcexter when it uses software to infiltrate systems?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
Which domains are the primary objectives of the SamSam when it utilizes software?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What techniques can be used to detect the methods used by the FlyTrap?,<PATH>uses_attack_pattern<SEP>x_mitre_detection</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_detection
What infrastructure components are the Indicator Removal from Tools targeting?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What is the primary objective of the utility employed by the Operation Spalax?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What are the primary target domains of the software exploited by the JHUHUGIT?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What systems or networks is the Attack PC via USB Connection designed to compromise?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
Which platforms are most vulnerable to techniques that can be mitigated by Restrict Registry Permissions?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms
What domain does the framework used by the Kessel typically target?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
Which domain does the framework of the Kivars aim to compromise?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
Break down the various phases of the kill chain that the EXOTIC LILY uses to execute its malicious activities.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What platforms are typically targeted by techniques that can be mitigated through Web Service Mitigation?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms
How can organizations protect themselves from the effects of Direct Volume Access?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
How do we determine the origins of Exaramel behavior?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What security measures are circumvented by the techniques addressed in the Custom Command and Control Protocol Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
What is the behavior that is recognized by the Malware Metadata?,<PATH>detects</PATH>,single_hop_not_filter,detects,single_hop_not_filter||detects,single_hop_not_filter||detects
What is the intended target for the framework's malicious operations when used by the BackConfig?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What are the usual targets of the malware employed in the Night Dragon?,<PATH>uses_malware<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_malware<SEP>x_mitre_platforms,single_hop_not_filter||uses_malware<SEP>x_mitre_platforms,single_hop_not_filter||uses_malware<SEP>x_mitre_platforms
What are the primary targets of the software employed by the KEYMARBLE?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What are the primary sources of BLINDINGCAN's behavioral data?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What type of software is necessary for the AndroRAT to function properly?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What type of computer system is targeted by the Virtualization/Sandbox Evasion?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What are the intended objectives of MURKYTOP malware?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
Can you outline the various stages of the kill chain that MechaFlounder exhibits?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
Which domains are the primary targets of techniques that can be mitigated through LC_LOAD_DYLIB Addition Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains
What do malicious programmers aim to achieve with Twitoor?,<PATH>uses_attack_pattern<SEP>x_mitre_tactic_type</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_tactic_type
What are the target platforms of the software used by the Exaramel for Windows?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What are the primary platforms affected by techniques that Scripting Mitigation can help prevent?,<PATH>mitigates<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms,single_hop_not_filter||mitigates<SEP>x_mitre_platforms
Which domains are the primary targets of techniques that can be mitigated through Rundll32 Mitigation?,<PATH>mitigates<SEP>x_mitre_domains</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains,single_hop_not_filter||mitigates<SEP>x_mitre_domains
Which operating systems are vulnerable to the software used by the Shark?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
Can you detail the kill chain phases that CCBkdr uses to execute its malicious activities?,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What sources of data are used to inform the Modify Existing Service Mitigation that mitigates these techniques?,<PATH>mitigates<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_data_sources,single_hop_not_filter||mitigates<SEP>x_mitre_data_sources,single_hop_not_filter||mitigates<SEP>x_mitre_data_sources
Which software component is used by the yty to carry out its malicious activities?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
Which operating systems are vulnerable to the software used by the CHEMISTGAMES?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What are the primary drivers of Riltok's behavioral characteristics?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What are the domains usually targeted by the Rancor malware?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains
What type of program is employed by the Netwalker to infiltrate systems?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What defensive mechanisms are commonly evaded by the techniques identified by the Web Credential Creation?,<PATH>detects<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed
What is the platform of choice for the framework used by the PULSECHECK?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
Where do the behaviors of Kinsing originate from?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What infrastructure assets is the Cloud Groups attempting to exploit?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
Where do the data sources of Rocke's attacks originate from?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What security measures are vulnerable to the tactics that are countered by the Password Policy Discovery Mitigation?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
Which framework is associated with the BackdoorDiplomacy?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
Which program component is used by the TINYTYPHON to facilitate its malicious operations?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What tool is often associated with the WellMess?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What programmatic component is used by the Pysa to execute its malicious activities?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What piece of software enables the Dacls to operate effectively?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What type of software does the Orz employ?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
Describe the various phases of the kill chain associated with the techniques of the APT-C-36.,<PATH>uses_attack_pattern<SEP>kill_chain_phases</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases,single_hop_not_filter||uses_attack_pattern<SEP>kill_chain_phases
What security measures are available to defend against Obfuscated or Encrypted Payload?,<PATH>mitigated_by</PATH>,single_hop_not_filter,mitigated_by,single_hop_not_filter||mitigated_by,single_hop_not_filter||mitigated_by
What method is used to counteract the impact of the Windows Remote Management Mitigation?,<PATH>mitigates</PATH>,single_hop_not_filter,mitigates,single_hop_not_filter||mitigates,single_hop_not_filter||mitigates
What type of system is typically targeted by the Setuid and Setgid?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What platforms does the software used by the Black Basta typically infect?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What domains are usually compromised by the viruses used by the DarkHydrus?,<PATH>uses_malware<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains,single_hop_not_filter||uses_malware<SEP>x_mitre_domains
What systems or networks is the DLL Side-Loading designed to compromise?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What software module is employed by the Micropsia to achieve its goals?,<PATH>uses_tool</PATH>,single_hop_not_filter,uses_tool,single_hop_not_filter||uses_tool,single_hop_not_filter||uses_tool
What are the primary sources of data used by admin@338 in their attacks?,<PATH>uses_attack_pattern<SEP>x_mitre_data_sources</PATH>,single_hop_not_filter,uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources,single_hop_not_filter||uses_attack_pattern<SEP>x_mitre_data_sources
What is the framework's target domain when used by the Peppy?,<PATH>uses_tool<SEP>x_mitre_domains</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains,single_hop_not_filter||uses_tool<SEP>x_mitre_domains
What is the main objective of the Clear Network Connection History and Configurations in terms of the target infrastructure?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What is the target environment of the framework utilized by the Dipsind?,<PATH>uses_tool<SEP>x_mitre_platforms</PATH>,single_hop_not_filter,uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms,single_hop_not_filter||uses_tool<SEP>x_mitre_platforms
What is the main target of the System Checks in terms of the attacked infrastructure?,<PATH>targets</PATH>,single_hop_not_filter,targets,single_hop_not_filter||targets,single_hop_not_filter||targets
What countersecurity measures are often outwitted by the techniques identified by the Volume Creation?,<PATH>detects<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed,single_hop_not_filter||detects<SEP>x_mitre_defense_bypassed
What are the security vulnerabilities that the Operational Information Confidentiality techniques help to prevent or rectify?,<PATH>mitigates<SEP>x_mitre_defense_bypassed</PATH>,single_hop_not_filter,mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed,single_hop_not_filter||mitigates<SEP>x_mitre_defense_bypassed
