Question,Path,Section
What kind of access control is required for a Credentials from Web Browsers to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What data sources provide information on Trusted Developer Utilities?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the detection methods for Serverless?,<PATH>x_mitre_detection</PATH>,intra_relationship
Identify the phases of the kill chain for Software Deployment Tools.,<PATH>kill_chain_phases</PATH>,intra_relationship
List the technical specifications necessary for carrying out a TFTP Boot.,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
Can you provide the date of the last C0032 incident?,<PATH>last_seen</PATH>,intra_relationship
What network framework is necessary for Modify Controller Tasking to function properly?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Can you describe the methods by which Modify Registry evades the defenses of security systems?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Can you give a brief summary of Process History/Live Data?,<PATH>description</PATH>,intra_relationship
Which data sources offer data on Additional Cloud Roles?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What network infrastructure is needed to execute System Location Discovery?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What network specifications are necessary for Keychain?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the other names for CORALDECK?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What is the meaning of Industroyer?,<PATH>description</PATH>,intra_relationship
Enumerate the kill chain phases for Premium SMS Toll Fraud.,<PATH>kill_chain_phases</PATH>,intra_relationship
Identify and list the kill chain phases associated with Brute Force.,<PATH>kill_chain_phases</PATH>,intra_relationship
What are the different aliases used for JCry?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What domain Firmware is typically used for?,<PATH>x_mitre_domains</PATH>,intra_relationship
Does SMOKEDHAM represent a family of malware?,<PATH>is_family</PATH>,intra_relationship
What are the indicators of a Wordlist Scanning infection?,<PATH>x_mitre_detection</PATH>,intra_relationship
What are the methods used to identify Ptrace System Calls?,<PATH>x_mitre_detection</PATH>,intra_relationship
Can you outline the network setup required for Compromise Software Supply Chain?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Can you tell me about the characteristics of AutoIt backdoor?,<PATH>description</PATH>,intra_relationship
What data sources are the primary objectives of the Identify Roles?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Specify the technical requirements for a successful Outlook Forms.,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What data sources provide evidence of Bash History?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What data sources are at risk from the AppInit DLLs?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What domain does EKANS primarily target?,<PATH>x_mitre_domains</PATH>,intra_relationship
What type of malware is BADNEWS?,<PATH>is_family</PATH>,intra_relationship
Give a brief description of Nerex.,<PATH>description</PATH>,intra_relationship
Identify the different phases of the kill chain for Hardcoded Credentials.,<PATH>kill_chain_phases</PATH>,intra_relationship
What network configurations are necessary for Man in the Browser to succeed?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What security protocols or measures can Hidden Files and Directories compromise or undermine?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What are the detection methods for Uncommonly Used Port?,<PATH>x_mitre_detection</PATH>,intra_relationship
What security features are bypassed by Container Service?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What strategies do adversaries employ to exploit Login Items?,<PATH>description</PATH>,intra_relationship
Identify the phases of the kill chain for PowerShell Profile.,<PATH>kill_chain_phases</PATH>,intra_relationship
What defenses can Taint Shared Content evade or circumvent?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Can you describe the methods by which Gatekeeper Bypass evades the defenses of security systems?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What level of authorization is necessary for Network Topology to occur?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What techniques can be employed to detect Install Digital Certificate?,<PATH>x_mitre_detection</PATH>,intra_relationship
Can you explain what Peppy is and how it works?,<PATH>description</PATH>,intra_relationship
What data sources are the primary objectives of the Engineering Workstation Compromise?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Can you describe Sakula in detail?,<PATH>description</PATH>,intra_relationship
How can SAML Tokens be identified and detected?,<PATH>x_mitre_detection</PATH>,intra_relationship
What domain does SDBbot primarily target?,<PATH>x_mitre_domains</PATH>,intra_relationship
Identify the phases of the kill chain for Exfiltration Over Asymmetric Encrypted Non-C2 Protocol.,<PATH>kill_chain_phases</PATH>,intra_relationship
Can you explain the tactics adversaries use to implement Component Object Model Hijacking?,<PATH>description</PATH>,intra_relationship
What are the network consequences of employing Component Object Model and Distributed COM?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the system requirements for executing a Standard Non-Application Layer Protocol?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What is the primary purpose of the domain Stolen Developer Credentials or Signing Keys?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the alternative names of Grandoreiro?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What is the definition of Gamaredon Group in the realm of cybersecurity threats?,<PATH>description</PATH>,intra_relationship
What is the nature of Valak?,<PATH>description</PATH>,intra_relationship
What are the necessary system parameters for the successful execution of the Local Network Configuration Discovery technique?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
How does Rogue Master manage to breach or penetrate security systems and defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What decision should be made regarding Fallback Channels Mitigation?,<PATH>description</PATH>,intra_relationship
Identify the permissions that enable Cloud Service Dashboard to occur.,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
Provide a detailed explanation of Uroburos.,<PATH>description</PATH>,intra_relationship
Describe the methods used by adversaries to exploit Archive via Utility.,<PATH>description</PATH>,intra_relationship
What kind of privileges does a Code Signing Policy Modification require to function?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
Explain the concept of YiSpecter.,<PATH>description</PATH>,intra_relationship
What are the common practices among adversaries when it comes to using Drive-By Compromise?,<PATH>description</PATH>,intra_relationship
What is the latest time C0021 was cited in any source?,<PATH>x_mitre_last_seen_citation</PATH>,intra_relationship
How can you identify a Install Root Certificate threat?,<PATH>x_mitre_detection</PATH>,intra_relationship
Identify and list the kill chain phases associated with Transmitted Data Manipulation.,<PATH>kill_chain_phases</PATH>,intra_relationship
What data sources does the Exfiltration Over Bluetooth intend to infiltrate?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What kind of outcome can be expected from Windows File and Directory Permissions Modification?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What are the synonyms for Tangelo?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the alternative designations for QUADAGENT?,<PATH>x_mitre_aliases</PATH>,intra_relationship
On which platform is Develop Capabilities typically deployed or executed?,<PATH>x_mitre_platforms</PATH>,intra_relationship
Describe the sequential phases of a Search Open Technical Databases attack.,<PATH>kill_chain_phases</PATH>,intra_relationship
How does I/O Image affect network architecture?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
How does Windows Remote Management interact with network protocols?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the minimum technical requirements for a Rogue Master to be successful?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What type of platform is Systemd Timers typically designed for?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What are the common practices among adversaries when it comes to using Fake Developer Accounts?,<PATH>description</PATH>,intra_relationship
What is the typical target domain of AvosLocker?,<PATH>x_mitre_domains</PATH>,intra_relationship
Can you explain what Final1stspy is and how it works?,<PATH>description</PATH>,intra_relationship
What countermeasures are ineffective against Modify Trusted Execution Environment?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What are the common practices among adversaries when it comes to using Damage to Property?,<PATH>description</PATH>,intra_relationship
What are the various names that PowerLess is known by?,<PATH>x_mitre_aliases</PATH>,intra_relationship
How can adversaries effectively utilize Custom Cryptographic Protocol in their cyber attacks?,<PATH>description</PATH>,intra_relationship
Describe the various stages of the kill chain for Call Log .,<PATH>kill_chain_phases</PATH>,intra_relationship
Does the term EventBot refer to a specific family of malware?,<PATH>is_family</PATH>,intra_relationship
What are the minimum system requirements for executing Container and Resource Discovery?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What constitutes the kill chain sequence for Exfiltration Over Physical Medium?,<PATH>kill_chain_phases</PATH>,intra_relationship
What permissions are necessary for Application Discovery to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What security measures are unable to prevent Clipboard Data?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What techniques does Windows Service use to bypass security measures?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is the meaning of CreepySnail?,<PATH>description</PATH>,intra_relationship
What does an attacker seek to accomplish with Obfuscated or Encrypted Payload?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What does Supply Chain Compromise aim to achieve?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What are the detection methods for Authentication Package?,<PATH>x_mitre_detection</PATH>,intra_relationship
What platform is Pre-OS Boot specifically tailored for?,<PATH>x_mitre_platforms</PATH>,intra_relationship
How does Contact List affect systems?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What detection techniques can be used to mitigate the risks associated with Extra Window Memory Injection?,<PATH>x_mitre_detection</PATH>,intra_relationship
How can one detect the presence of Abuse Accessibility Features?,<PATH>x_mitre_detection</PATH>,intra_relationship
What techniques does Rogue Cellular Base Station use to evade detection and remain active?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What permissions are necessary for Disable or Modify System Firewall to be executed?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What kind of outcome can be expected from Geofencing?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What hardware and software configurations are required for XPC Services?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What is the main objective of Domain Account?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
List the steps in the kill chain for Network Traffic Capture or Redirection.,<PATH>kill_chain_phases</PATH>,intra_relationship
What is the domain Abuse Device Administrator Access to Prevent Removal designed to accomplish?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the names that are frequently used to refer to BoxCaon?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What does the term Xbot mean?,<PATH>description</PATH>,intra_relationship
What level of access is needed to implement SMS Control?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What is the primary goal of Archive Collected Data?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
Describe CORESHELL and its characteristics.,<PATH>description</PATH>,intra_relationship
What type of data sources is the Credential API Hooking designed to target?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What is the intended use of the domain Remote Access Tools in a cyber attack?,<PATH>x_mitre_domains</PATH>,intra_relationship
Enumerate the phases of the At (Windows) kill chain methodology.,<PATH>kill_chain_phases</PATH>,intra_relationship
How do adversaries typically use Exfiltration Over Alternative Protocol  in their malicious activities?,<PATH>description</PATH>,intra_relationship
What are the technical specifications needed to execute the technique SSH Hijacking successfully?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
Which platform serves as the primary focus for Change Program State attacks?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What network environment is required to execute System Time Discovery?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Enumerate the kill chain phases for Attack PC via USB Connection.,<PATH>kill_chain_phases</PATH>,intra_relationship
How does Elevated Execution with Prompt manage to breach or penetrate security systems and defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What are the additional names used to describe the Gelsemium group?,<PATH>aliases</PATH>,intra_relationship
How does Network Trust Dependencies manage to evade detection by defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Provide an overview of the Frankenstein group.,<PATH>description</PATH>,intra_relationship
What kind of access control is required for a Exfiltration Over Command and Control Channel to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
How does Loss of Productivity and Revenue affect network architecture?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What information is available about the Magic Hound group?,<PATH>description</PATH>,intra_relationship
Describe the sequential phases of a Code Signing Policy Modification attack.,<PATH>kill_chain_phases</PATH>,intra_relationship
What techniques are used to identify and detect Local Network Configuration Discovery?,<PATH>x_mitre_detection</PATH>,intra_relationship
To which domain does Emotet typically spread?,<PATH>x_mitre_domains</PATH>,intra_relationship
What countermeasures are ineffective against Thread Execution Hijacking?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What types of data sources are used to track Reduce Key Space?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the network conditions necessary for Local Data Staging to be effective?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the security weaknesses or vulnerabilities that Android Intent Hijacking exploits or leverages?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is known about yty?,<PATH>description</PATH>,intra_relationship
What data sources does the Contact List intend to infiltrate?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the network conditions necessary for Exfiltration to Code Repository to be effective?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What types of defenses or security controls can Financial Theft compromise or disable?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What techniques does Automated Collection use to bypass security measures?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is the primary goal of Standard Cryptographic Protocol?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What are the technical specifications needed to execute the technique Trusted Relationship successfully?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What are the implications of Terminal Services DLL on data integrity?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
How do adversaries typically incorporate Change Default File Association into their malicious operations?,<PATH>description</PATH>,intra_relationship
Can you describe BLUELIGHT?,<PATH>description</PATH>,intra_relationship
List the steps in the kill chain for Gather Victim Org Information.,<PATH>kill_chain_phases</PATH>,intra_relationship
How does Scheduled Task influence system security?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
Discuss the ways in which adversaries take advantage of Exploit Enterprise Resources.,<PATH>description</PATH>,intra_relationship
What type of platform is Multi-Factor Authentication typically designed for?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What are the common practices among adversaries when it comes to using Attack PC via USB Connection?,<PATH>description</PATH>,intra_relationship
What are the stages involved in the kill chain of Man in the Browser?,<PATH>kill_chain_phases</PATH>,intra_relationship
What is the significance of Volatile Cedar in the world of malware?,<PATH>description</PATH>,intra_relationship
Which defense strategies can be evaded by Multilayer Encryption?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What permissions are required to carry out a successful Safe Mode Boot?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
In what ways does Unsecured Credentials impact users?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
How does Block Command Message influence system security?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What network infrastructure is needed to execute Change Operating Mode?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What data sources does the Print Processors aim to compromise?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Explain the techniques adversaries use to implement Authentication Package.,<PATH>description</PATH>,intra_relationship
What are the primary data sources for InstallUtil?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
To which domain does FLASHFLOOD typically spread?,<PATH>x_mitre_domains</PATH>,intra_relationship
Enumerate the kill chain phases for Encrypted/Encoded File.,<PATH>kill_chain_phases</PATH>,intra_relationship
Identify the permissions that enable Application Shimming to occur.,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
Describe the sequential phases of a Generate Traffic from Victim attack.,<PATH>kill_chain_phases</PATH>,intra_relationship
What security features are bypassed by Outlook Home Page?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What are the system requirements for executing a Wipe Device Data?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What domain does FYAnti aim to infiltrate?,<PATH>x_mitre_domains</PATH>,intra_relationship
Give a brief description of FakeM.,<PATH>description</PATH>,intra_relationship
What are some common nicknames for Carbon?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the security weaknesses or vulnerabilities that Detect Operating Mode exploits or leverages?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What type of domain is vulnerable to ZxxZ attacks?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the synonyms for Shedun?,<PATH>x_mitre_aliases</PATH>,intra_relationship
In what ways can adversaries utilize Launchctl to further their objectives?,<PATH>description</PATH>,intra_relationship
What domain is usually affected by DRATzarus?,<PATH>x_mitre_domains</PATH>,intra_relationship
What techniques does Exploits use to evade detection and remain active?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Can Dok be considered a branch of malware?,<PATH>is_family</PATH>,intra_relationship
What kind of data sources are the primary targets of the Login Items?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What kind of domain is FALLCHILL designed to attack?,<PATH>x_mitre_domains</PATH>,intra_relationship
What is the domain that OS API Execution is designed to target?,<PATH>x_mitre_domains</PATH>,intra_relationship
How does Disk Wipe manage to evade detection by defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Which defense strategies can be evaded by Thread Local Storage?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Can you tell me about the characteristics of DroidJack?,<PATH>description</PATH>,intra_relationship
Which platform serves as the primary focus for Social Media attacks?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What are the technical specifications for the system to support the Remote File Copy technique?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What are the indicators of a Masquerade as Legitimate Application infection?,<PATH>x_mitre_detection</PATH>,intra_relationship
What network framework is necessary for Stored Data Manipulation to function properly?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What data sources are the Kerberoasting primarily designed to exploit?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What is the objective of an Manipulation of View attack?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What level of permission is required to perform Steal or Forge Authentication Certificates?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the network implications of using Email Hiding Rules?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What platform is Hypervisor specifically tailored for?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What kind of access control is required for a Client Configurations to take place?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
For what type of attack is the domain Hybrid Identity intended?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the necessary system specifications for implementing the technique Private Keys?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What strategies do adversaries employ to exploit Code Injection?,<PATH>description</PATH>,intra_relationship
What are the names that are frequently used to refer to RedDrop?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the methods used to identify Setuid and Setgid?,<PATH>x_mitre_detection</PATH>,intra_relationship
How would you define MobileOrder?,<PATH>description</PATH>,intra_relationship
What permissions are required to carry out a successful Delete Device Data?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
For what type of platform is Power Settings considered a significant threat?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What is the domain Application Window Discovery designed to accomplish?,<PATH>x_mitre_domains</PATH>,intra_relationship
What security protocols are bypassed or compromised by Non-Standard Encoding?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What type of platform is often compromised by RC Scripts malware?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What are the various phases of the Code Signing Certificates kill chain process?,<PATH>kill_chain_phases</PATH>,intra_relationship
What action should be taken to mitigate the effects of Enterprise Policy?,<PATH>description</PATH>,intra_relationship
What is the nature of Ginp?,<PATH>description</PATH>,intra_relationship
What is the purpose of Multi-Stage Channels?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What is the intended use of the domain Windows Management Instrumentation in a cyber attack?,<PATH>x_mitre_domains</PATH>,intra_relationship
At what point in time did Operation Dust Storm first come into existence?,<PATH>first_seen</PATH>,intra_relationship
What level of authorization is necessary for LC_LOAD_DYLIB Addition to occur?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the system requirements for executing a Uninstall Malicious Application?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What are the technical requirements for executing the RC Scripts technique on a system?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What kind of attack pattern does the domain Network Service Scanning represent?,<PATH>x_mitre_domains</PATH>,intra_relationship
What effects does Data from Information Repositories have on network stability?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What types of defenses or security controls can File Permissions Modification compromise or disable?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What is the primary target domain for Web Credential Creation?,<PATH>x_mitre_domains</PATH>,intra_relationship
What defenses can Archive Collected Data evade or circumvent?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
How can PowerShell be identified and detected?,<PATH>x_mitre_detection</PATH>,intra_relationship
How do adversaries typically incorporate Accessibility Features into their malicious operations?,<PATH>description</PATH>,intra_relationship
How does Execution through Module Load manage to evade detection by defenses?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What permissions are required to carry out a successful Log Enumeration?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
What are the technical prerequisites for carrying out the technique Man in the Browser?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
Can you describe LightNeuron in detail?,<PATH>description</PATH>,intra_relationship
Is Umbreon classified as a family within the malware classification system?,<PATH>is_family</PATH>,intra_relationship
Provide a detailed explanation of MarkiRAT.,<PATH>description</PATH>,intra_relationship
Can SLOTHFULMEDIA be considered a branch of malware?,<PATH>is_family</PATH>,intra_relationship
Which data sources offer data on Container Administration Command?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What data sources are at risk from the At?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
Which data sources can be used to analyze Registry Run Keys / Start Folder?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What data sources are most vulnerable to the Adversary-in-the-Middle?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What is the nature of HARDRAIN?,<PATH>description</PATH>,intra_relationship
Identify the phases of the kill chain for Accessibility Features.,<PATH>kill_chain_phases</PATH>,intra_relationship
Which data sources offer data on Patch System Image?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
"What are the defenses that Services File Permissions Weakness can successfully evade, bypass, or disable?",<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
Describe the methods used by adversaries to exploit Email Hiding Rules.,<PATH>description</PATH>,intra_relationship
Does Mosquito represent a family of malware?,<PATH>is_family</PATH>,intra_relationship
What are the repercussions of File System Logical Offsets?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What strategies do adversaries employ to exploit Credential Stuffing?,<PATH>description</PATH>,intra_relationship
Can you identify the data sources that support Setuid and Setgid?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
List the technical specifications necessary for carrying out a Denial of Control.,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What data sources does the Uninstall Malicious Application intend to infiltrate?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the sequential steps of a Traffic Signaling kill chain?,<PATH>kill_chain_phases</PATH>,intra_relationship
What network architecture is required for Loss of Productivity and Revenue?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What level of access is necessary for a Mail Protocols to be executed?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
How does Abuse of iOS Enterprise App Signing Key manage to evade the detection of security systems and software?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What constitutes the kill chain sequence for System Location Discovery?,<PATH>kill_chain_phases</PATH>,intra_relationship
What types of defenses or security controls can Remotely Track Device Without Authorization compromise or disable?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What platform is Indicator Removal from Tools specifically tailored for?,<PATH>x_mitre_platforms</PATH>,intra_relationship
Summarize the main aspects of Certificate Registration.,<PATH>description</PATH>,intra_relationship
What is known about the characteristics and effects of JPIN?,<PATH>description</PATH>,intra_relationship
In what ways can adversaries utilize SMS Control to further their objectives?,<PATH>description</PATH>,intra_relationship
What are the network prerequisites for launching Exploit Baseband Vulnerability?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
Which defense strategies can be evaded by Traffic Signaling?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
What data sources are the Exploit Public-Facing Application primarily designed to exploit?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the detection methods for Jamming or Denial of Service?,<PATH>x_mitre_detection</PATH>,intra_relationship
How can you identify a Virtual Private Server threat?,<PATH>x_mitre_detection</PATH>,intra_relationship
What domain Local Groups is commonly associated with malicious activities?,<PATH>x_mitre_domains</PATH>,intra_relationship
What type of data sources is the Service Registry Permissions Weakness designed to target?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What are the technical specifications for the system to support the Domain Generation Algorithms technique?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What is the purpose of Change Credential?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What network resources are necessary to implement User Evasion?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
List the steps in the kill chain for Web Protocols.,<PATH>kill_chain_phases</PATH>,intra_relationship
What effects does Application Exhaustion Flood have on network stability?,<PATH>x_mitre_impact_type</PATH>,intra_relationship
What data sources does the Launchctl intend to infiltrate?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What permissions are necessary for VBA Stomping to be executed?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
Identify and list the kill chain phases associated with Default Credentials.,<PATH>kill_chain_phases</PATH>,intra_relationship
For what type of attack is the domain Exploit SS7 to Track Device Location intended?,<PATH>x_mitre_domains</PATH>,intra_relationship
What technical specifications must be met for a Disable Windows Event Logging to be effective?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
For which platform is Software Discovery primarily intended?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What is the sequence of events in a Local Groups kill chain?,<PATH>kill_chain_phases</PATH>,intra_relationship
What network infrastructure is needed to execute Clear Persistence?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the alternative names of Socksbot?,<PATH>x_mitre_aliases</PATH>,intra_relationship
Enumerate the kill chain phases for Cloud Groups.,<PATH>kill_chain_phases</PATH>,intra_relationship
Define the MailSniper.,<PATH>description</PATH>,intra_relationship
Which types of data sources are the System Language Discovery specifically designed to attack?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
What network specifications are necessary for Downgrade System Image?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What domain does Backdoor.Oldrea primarily target?,<PATH>x_mitre_domains</PATH>,intra_relationship
Does the term SysUpdate refer to a specific family of malware?,<PATH>is_family</PATH>,intra_relationship
What level of access is necessary for a Access Sensitive Data or Credentials in Files to be executed?,<PATH>x_mitre_permissions_required</PATH>,intra_relationship
How do you detect and prevent User Interface Spoofing?,<PATH>x_mitre_detection</PATH>,intra_relationship
What are the network requirements for implementing Determine Physical Locations?,<PATH>x_mitre_network_requirements</PATH>,intra_relationship
What are the indicators of a Windows Service infection?,<PATH>x_mitre_detection</PATH>,intra_relationship
What names are often used interchangeably with Desert Scorpion?,<PATH>x_mitre_aliases</PATH>,intra_relationship
What are the necessary system specifications for implementing the technique Indirect Command Execution?,<PATH>x_mitre_system_requirements</PATH>,intra_relationship
What is the primary target of PingPull?,<PATH>x_mitre_domains</PATH>,intra_relationship
What are the primary methods adversaries rely on to execute Input Prompt?,<PATH>description</PATH>,intra_relationship
What is the objective of an Make and Impersonate Token attack?,<PATH>x_mitre_tactic_type</PATH>,intra_relationship
What data sources is the Role Identification intended to access?,<PATH>x_mitre_data_sources</PATH>,intra_relationship
In what ways can adversaries utilize Drive-by Target to further their objectives?,<PATH>description</PATH>,intra_relationship
Can you explain the tactics adversaries use to implement Network Devices?,<PATH>description</PATH>,intra_relationship
On which platform is Compromise Accounts designed to function effectively?,<PATH>x_mitre_platforms</PATH>,intra_relationship
What security measures are vulnerable to AppDomainManager?,<PATH>x_mitre_defense_bypassed</PATH>,intra_relationship
